,character,line,gender
595,BROCK RUMLOW,"Drop the shield, Cap! On your knees! Get on your knees! Now! Get down! Get down!  Get on your knees! Down!  Don't move.  Put the gun down. Not here. Not here!",MALE
596,STEVE ROGERS,It was him. He looked right at me like he didn't even know me.,MALE
597,SAM WILSON,How's that even possible? It was like seventy years ago.,MALE
598,STEVE ROGERS,"Zola. Bucky's whole unit was captured in '43, Zola experimented on him. Whatever he did helped Bucky survive the fall. They must have found him and...",MALE
599,NATASHA ROMANOFF,"None of that's your fault, Steve.",FEMALE
600,STEVE ROGERS,"Even when I had nothing, I had Bucky.",MALE
601,SAM WILSON,We need to get a doctor here. We don't put pressure on that wound she's gonna bleed out here in the truck.,MALE
602,MARIA HILL,Ah. That thing was squeezing my brain.  Who's this guy?,FEMALE
603,BROCK RUMLOW,Three holes. Start digging.,MALE
604,MARIA HILL,GSW. She's lost at least a pint.,FEMALE
605,SAM WILSON,Maybe two.,MALE
606,DOCTOR,Let me take her.,FEMALE
607,MARIA HILL,She'll want to see him first.,FEMALE
608,NICK FURY,"About damn time.  Lacerated spinal column, cracked sternum, shattered collarbone, perforated liver, one hell of a headache.",MALE
609,DOCTOR,Don't forget your collapsed lung.,FEMALE
610,NICK FURY,"Oh, let's not forget that. Otherwise, I'm good.",MALE
611,NATASHA ROMANOFF,"They cut you open, your heart stopped.",FEMALE
612,NICK FURY,"Tetrodotoxin B. Slows the pulse to one beat a minute. Banner developed it for stress. Didn't work so great for him, but we found a use for it.",MALE
613,STEVE ROGERS,Why all the secrecy? Why not just tell us?,MALE
614,MARIA HILL,Any attempt on the director's life had to look successful.,FEMALE
615,NICK FURY,"Can't kill you if you're already dead. Besides, I wasn't sure who to trust.",MALE
616,DR. ARNIM ZOLA,Sergeant Barnes...,FEMALE
617,STEVE ROGERS,"Bucky, no!",MALE
618,DR. ARNIM ZOLA,The procedure has already started.  You are to be the new fist of HYDRA.  Put him on ice.,FEMALE
619,SCIENTIST #1,"Sir, he's...he's unstable. Erratic.",MALE
620,ALEXANDER PIERCE,"Mission report.  Mission report, now.",MALE
621,BUCKY,The man on the bridge...  Who was he?,MALE
622,ALEXANDER PIERCE,You met him earlier this week on another assignment.,MALE
623,BUCKY,I knew him.,MALE
624,ALEXANDER PIERCE,"Your work has been a gift to mankind. You shaped the century, and I need you to do it one more time. Society is at a tipping point between order and chaos. Tomorrow morning we're gonna give it a push. But, if you don't do your part, I can't do mine, and HYDRA can't give the world the freedom it deserves.",MALE
625,BUCKY,But I knew him.,MALE
626,ALEXANDER PIERCE,Prep him.,MALE
627,SCIENTIST #1,He's been out of cryo-freeze too long.,MALE
628,ALEXANDER PIERCE,Then wipe him and start over.,MALE
629,NICK FURY,"This man declined the Nobel Peace Prize. He said, ""Peace wasn't an achievement, it was a responsibility."" See, it's stuff like this that gives me trust issues.",MALE
630,NATASHA ROMANOFF,We have to stop the launch.,FEMALE
631,NICK FURY,I don't think the Council's accepting my calls anymore.,MALE
632,SAM WILSON,What's that?,MALE
633,MARIA HILL,"Once the Helicarriers reach three thousand feet, they'll triangulate with Insight satellites becoming fully weaponized.",FEMALE
634,NICK FURY,We need to breach those carriers and replace their targeting blades with our own.,MALE
635,MARIA HILL,"One or two won't cut it. We need to link all three carriers for this to work, because if even one of those ships remains operational a whole lot of people are gonna die.",FEMALE
636,NICK FURY,"We have to assume everyone aboard those carriers is HYDRA. We need to get pass them, insert the server blades, and maybe, just maybe, we can salvage what's left...",MALE
637,STEVE ROGERS,"We're not salvaging anything. We're not just taking down the carriers, Nick, we're taking down SHIELD.",MALE
638,NICK FURY,SHIELD had nothing to do with it.,MALE
639,STEVE ROGERS,"You gave me this mission, this is how it ends. SHIELD's been compromised, you said so yourself. HYDRA grew right under your nose and nobody noticed.",MALE
640,NICK FURY,Why do you think we're meeting in this cave? I noticed.,MALE
641,STEVE ROGERS,And how many paid the price before you did?,MALE
642,NICK FURY,"Look, I didn't know about Barnes.",MALE
643,STEVE ROGERS,"Even if you have, would you have told me? Or would you have compartmentalized that too? SHIELD, HYDRA, it all goes.",MALE
644,MARIA HILL,He's right.,FEMALE
645,SAM WILSON,"Don't look at me. I do what he does, just slower.",MALE
646,NICK FURY,"Well... Looks like you're giving the orders now, Captain.",MALE
647,BUCKY,We looked for you after. My folks wanted to give you a ride to the cemetery.,MALE
648,STEVE ROGERS,"I know, I'm sorry. I just...kind of wanted to be alone.",MALE
649,BUCKY,How was it?,MALE
650,STEVE ROGERS,It was okay. She's next to Dad.,MALE
651,BUCKY,I was gonna ask...,MALE
652,STEVE ROGERS,"I know what you're gonna say, Buck, I just...",MALE
653,BUCKY,"We can put the couch cushions on the floor like when we were kids. It'll be fun. All you gotta do is shine my shoes, maybe take out the trash.  Come on.",MALE
654,STEVE ROGERS,"Thank you, Buck, but I can get by on my own.",MALE
655,BUCKY,"The thing is, you don't have to.  I'm with you to the end of the line, pal.",MALE
656,SAM WILSON,"He's gonna be there, you know?",MALE
657,STEVE ROGERS,I know.,MALE
658,SAM WILSON,"Look, whoever he used to be, the guy he is now, I don't think he's the kind you save. He's the kind you stop.",MALE
659,STEVE ROGERS,I don't know if I can do that.,MALE
660,SAM WILSON,"Well, he might not give you a choice. He doesn't know you.",MALE
661,STEVE ROGERS,"He will. Gear up, it's time.",MALE
662,SAM WILSON,You gonna wear that?,MALE
663,STEVE ROGERS,"No. If you're gonna fight a war, you gotta wear a uniform.",MALE
664,SMITHSONIAN GUARD,"Oh, man. I am so fired!",MALE
665,MAN ON PA,We are in final launch sequence.,MALE
666,SHIELD TECH,We are go on guidance.,MALE
667,WOMAN ON PA,All personnel to launch station.,FEMALE
668,ALEXANDER PIERCE,And how was your flight?,MALE
669,COUNCILMAN HAWLEY,Lovely. The ride from the airport less so.,MALE
670,ALEXANDER PIERCE,"Sadly, SHIELD can't control everything.",MALE
671,COUNCILMAN ROCKWELL,Including Captain America.,MALE
672,ALEXANDER PIERCE,"This facility is biometrically controlled, and these will give you unrestricted access.",MALE
673,COM TECH #1,I've been parking there for two months.,MALE
674,COM TECH #2,But it's his spot.,MALE
675,COM TECH #1,So where's he been?,MALE
676,COM TECH #2,I think Afghanistan.,MALE
677,COM TECH #1,"Negative, DT-6. The pattern is full.  Well, he could have said something.  Ow!",MALE
678,COM TECH #2,Must be the dish.,MALE
679,COM TECH #1,I'll check it out.,MALE
680,MAN ON PA,Triskelion command request we clear the area for launch.,MALE
681,STEVE ROGERS,Excuse us.,MALE
682,ALEXANDER PIERCE,"I know the road hasn't exactly been smooth, and some of you would have gladly kicked me out of the car along the way. Finally we're here, and the world should be grateful.",MALE
683,STEVE ROGERS,"Attention, all SHIELD agents. This is Steve Rogers. You've heard a lot about me over the last few days, some of you were even ordered to hunt me down. But I think it's time you know the truth. SHIELD is not what we thought it was, it's been taken over by HYDRA. Alexander Pierce is their leader. The STRIKE and Insight crew are HYDRA as well. I don't know how many more, but I know they're in the building. They could be standing right next to you. They almost have what they want: absolute control. They shot Nick Fury and it won't end there. If you launch those Helicarriers today, HYDRA will be able to kill anyone that stands in their way, unless we stop them. I know I'm asking a lot, but the price of freedom is high, it always has been, and it's a price I'm willing to pay. And if I'm the only one, then so be it. But I'm willing to bet I'm not.",MALE
684,SAM WILSON,"Did you write that down first, or was it off the top of your head?",MALE
685,COUNCILMAN ROCKWELL,You smug son of a bitch.,MALE
686,COUNCILMAN SINGH,Arrest him.,MALE
687,ALEXANDER PIERCE,I guess I've got the floor.,MALE
688,BROCK RUMLOW,Preempt the launch sequence. Send those ships up now.  Is there a problem?,MALE
689,SHIELD TECH,I'm...,MALE
690,BROCK RUMLOW,Is there a problem?,MALE
691,SHIELD TECH,"I'm sorry, sir.  I'm not gonna launch those ships. Captain's orders.",MALE
692,BROCK RUMLOW,Move away from your station.,MALE
693,SHARON CARTER,Like he said!  Captain's orders.,FEMALE
694,BROCK RUMLOW,"You picked the wrong side, Agent.",MALE
695,SHARON CARTER,Depends on where you're standing.,FEMALE
696,SHIELD AGENT,Close the bay door! Close the bay door now! Close the bay door!,MALE
697,MARIA HILL,They're initiating launch.,FEMALE
698,SAM WILSON,"Hey, Cap, how do we know the good guys from the bad guys?",MALE
699,STEVE ROGERS,"If they're shooting at you, they're bad.",MALE
700,SAM WILSON,"Hey, Cap, I found those bad guys you were talking about.",MALE
701,STEVE ROGERS,You okay?,MALE
702,SAM WILSON,I'm not dead yet.,MALE
703,ALEXANDER PIERCE,"Let me ask you a question. What if Pakistan marched into Mumbai tomorrow, and you knew that they were gonna drag your daughters into a soccer stadium for execution?  And you could just stop it with a flick of the switch. Wouldn't you? Wouldn't you all?",MALE
704,COUNCILMAN SINGH,Not if it was your switch.,MALE
705,NATASHA ROMANOFF,I'm sorry. Did I step on your moment?,FEMALE
706,CHARLIE WEAPONS TECH,Satellites in range at three thousand feet.,MALE
707,MARIA HILL,"Falcon, status?",FEMALE
708,SAM WILSON,"Engaging.  Alright, Cap, I'm in.  Shit!",MALE
709,MARIA HILL,"Eight minutes, Cap.",FEMALE
710,STEVE ROGERS,Working on it.,MALE
711,COUNCILMAN ROCKWELL,What are you doing?,MALE
