,character,line,gender
510,JANE,Where are your pants?,FEMALE
511,IAN BOOTHBY,"Oh, uh...he uh...he says it helps him think.",MALE
512,JANE,"Okay. Well, I'm gonna need everything you got on this. All the work you've been doing on gravimetric anomalies, everything.",FEMALE
513,SELVIG,Okay.,FEMALE
514,THOR,"Are you well, Erik?",MALE
515,SELVIG,"Your brother is not coming, is he?",FEMALE
516,THOR,Loki is dead.,MALE
517,SELVIG,"Oh, thank God.  I...I'm so sorry.",FEMALE
518,THOR,Thank you.,MALE
519,ASGARDIAN EINHERJAR,"Forgive me, my liege. I've returned from the Dark World with news.",MALE
520,ODIN,Thor?,MALE
521,ASGARDIAN EINHERJAR,"There's no sign of Thor, or the weapon, but...",MALE
522,ODIN,What?,MALE
523,ASGARDIAN EINHERJAR,We found a body.,MALE
524,ODIN,Loki.,MALE
525,JANE,Malekith is going to fire the Aether at a spot where all the nine worlds are connected.,FEMALE
526,SELVIG,"Amplifying the weapon's impact. With each additional world, the power will increase exponentially. The effect would be universal.",FEMALE
527,THOR,"Yes, well the alignment is only temporary. He must be in exactly at the right place at the right time.",MALE
528,DARCY LEWIS,"Well, how do we know where that is?",FEMALE
529,SELVIG,"We follow the directions. This has happened before, thousands of years ago, and The Ancients were there to see it.  All the great constructions: the Mayas, the Chinese, the Egyptians, they made use of the gravitational effects of the Convergence. And they left us a map.  Stonehenge. Snowdon, the Great Orme. These are all coordinates taking us...here.",FEMALE
530,IAN BOOTHBY,Greenwich?,MALE
531,JANE,"The walls between worlds will be almost non-existent. Physics is gonna go ballistic. Increase and decrease in gravity, spatial extrusions. The very fabric of reality is gonna be torn apart.",FEMALE
532,SELVIG,I better get my pants.,FEMALE
533,DARCY LEWIS,"Focus, this is important. We have to hammer them in all around the site and then Jane and Erik will activate them from the tower.",FEMALE
534,IAN BOOTHBY,They're taped together!,MALE
535,DARCY LEWIS,Do you even know what these things do?,FEMALE
536,IAN BOOTHBY,No.,MALE
537,DARCY LEWIS,"Neither do I.  Come on, come on!",FEMALE
538,IAN BOOTHBY,Fine!,MALE
539,DARCY LEWIS,Holy shit!,FEMALE
540,MALEKITH,"You needn't have come so far, Asgardian! Death would have come to you soon enough.",MALE
541,THOR,Not by your hand!,MALE
542,MALEKITH,Your universe was never meant to be. Your world and your family will be extinguished.,MALE
543,SELVIG,We're running out of time.,FEMALE
544,JANE,Almost there.,FEMALE
545,SELVIG,"Are you sure this is going to work? These devices were made to detect anomalies, not cause them.",FEMALE
546,JANE,"Oh, come on.  Come on, Darcy.",FEMALE
547,THOR,"You know with all that power, I thought you would hit harder.",MALE
548,IAN BOOTHBY,Done.,MALE
549,SELVIG,The Convergence will be in full effect in seven minutes.,FEMALE
550,JANE,"That just means we have to keep Malekith busy for eight.  Okay, you might wanna hold on to something.",FEMALE
551,DARCY LEWIS,That is awesome! How did you do that?,FEMALE
552,JANE,"Well, gravitational fields interact with the weak spot between worlds creating...",FEMALE
553,DARCY LEWIS,"Oh, there's a guy with a sword!",FEMALE
554,JANE,Oops.,FEMALE
555,SELVIG,Let's go.,FEMALE
556,DARCY LEWIS,What the hell just happened?  Move!,FEMALE
557,JANE,What are you all doing? You need to get out of here! Now!,FEMALE
558,STUDENT,"You're joking, right? That's Thor out there waving his hammer around and everything!",FEMALE
559,CONTROL,Confirming ship is hostile.,NEUTRAL
560,PILOT,"Confirm, the ship is hostile. You have permission to engage.",MALE
561,CONTROL,Roger. The missile's locked. The missile's on its way.  Missile off target! I repeat...,NEUTRAL
562,PILOT,Mayday! I'm losing control. Mayday! Mayday! I'm losing control!,MALE
563,SELVIG,What are you doing?,FEMALE
564,JANE,My signal's lost connection.,FEMALE
565,SELVIG,Jane! Come on!,FEMALE
566,IAN BOOTHBY,Are you alright?,MALE
567,DARCY LEWIS,You saved my life.,FEMALE
568,IAN BOOTHBY,"Yeah. Yes, I did.",MALE
569,JANE,Darcy?,FEMALE
570,DARCY LEWIS,Jane!,FEMALE
571,SELVIG,Ian?,FEMALE
572,IAN BOOTHBY,Selvig!,MALE
573,DARCY LEWIS,Meowmeow!,FEMALE
574,MAN,Mind the gap.,MALE
575,THOR,How do I get to Greenwich?,MALE
576,WOMAN ON TRAIN,"Take this train, three stops.",FEMALE
577,MAN,Mind the gap.,MALE
578,WOMAN ON TRAIN,Sorry. Sorry.,FEMALE
579,JANE,We're out of time.,FEMALE
580,SELVIG,Jane. Jane!,FEMALE
581,JANE,Thor! We're too late.,FEMALE
582,SELVIG,The Convergence is at its peak.,FEMALE
583,THOR,Can those things stop him?,MALE
584,SELVIG,Not from here.,FEMALE
585,JANE,We can't get close enough.,FEMALE
586,THOR,I can.   Malekith!,MALE
587,MALEKITH,"Darkness returns, Asgardian. Have you come to witness the end of your universe?",MALE
588,THOR,I've come to accept your surrender.,MALE
589,MALEKITH,You think you can stop this? The Aether cannot be destroyed.,MALE
590,THOR,But you can.,MALE
591,JANE,Thor! No!,FEMALE
592,SELVIG,Jane!  Everybody okay?,FEMALE
593,DARCY LEWIS,"He's gonna come back. Except, you know, last time he was gone for, like, two years.",FEMALE
594,JANE,"Well, it's only been two days, so...",FEMALE
595,SELVIG,Did he say anything before he left?,FEMALE
596,JANE,"Yeah, he had to figure some stuff out with his father. He kind of committed treason... on our way out.",FEMALE
597,SELVIG,Oh.,FEMALE
598,ODIN,You once said there would never be a wiser King than me. You were wrong. The alignment has brought all the realms together. Every one of them saw you offer your life to save them. What can Asgard offer its new King in return?,MALE
599,THOR,"My life. Father, I cannot be King of Asgard. I will protect Asgard and all the realms with my last and every breath, but I cannot do so from that chair. Loki, for all his grave imbalance, understood rule as I know I never will. The brutality, the sacrifice, it changes you. I'd rather be a good man than a great King.",MALE
600,ODIN,"Is this my son I hear, or the woman he loves?",MALE
601,THOR,"When you speak, do I never hear Mother's voice?  This is not for Jane, Father. She does not know what I came here to say. Now forbid me to see her or say she can rule at my side, it changes nothing.",MALE
602,ODIN,"One son who wanted the throne too much, another who will not take it. Is this my legacy?",MALE
603,THOR,"Loki died with honor, I shall try to live the same. Is that not legacy enough?",MALE
604,ODIN,"It belongs to you, if you are worthy of it.",MALE
605,THOR,I shall try to be.,MALE
606,ODIN,"I cannot give you my blessing, nor can I wish you good fortune.",MALE
607,THOR,I know.,MALE
608,ODIN,"If I were proud of the man my son had become, even that I could not say. It would speak only from my heart. Go, my son.",MALE
609,THOR,"Thank you, father.",MALE
610,LOKI,No. Thank you.,MALE
611,COLLECTOR'S ASSISTANT,"I present to you, Taneleer Tivan, The Collector.",MALE
612,THE COLLECTOR,"Woh, Oh. Asgardians, it's an honor.",MALE
613,SIF,You know why we're here.,FEMALE
614,THE COLLECTOR,"Of course. But if I may ask, why not keep it secure in your own vault?",MALE
615,VOLSTAGG,The Tesseract is already on Asgard. It's not wise to keep two Infinity Stones so close together.,MALE
616,THE COLLECTOR,That's very wise.  I can assure you it will be absolutely safe in...in my collection.,MALE
617,SIF,See that it is.,FEMALE
618,THE COLLECTOR,"One down, five to go.",MALE
619,SIF,I've got this completely under control!,FEMALE
620,THOR,Is that why everything's on fire?,MALE
621,SIF,All yours.,FEMALE
622,THOR,Hello.  I accept your surrender.,MALE
623,THOR,Anyone else?,MALE
624,LOKI,I really don't see what all the fuss is about…,MALE
625,ODIN,"Do you not truly feel the gravity of your crimes? Wherever you go there is war, ruin and death!",MALE
626,LOKI,"I went down to Midgard to rule the people of Earth as a benevolent God, just like you.",MALE
627,ODIN,"We are not gods. We're born, we live, we die, just as humans do.",MALE
628,LOKI,Give or take five thousand years.,MALE
629,ODIN,All this because Loki desires a throne...,MALE
630,LOKI,It is my birthright!,MALE
631,ODIN,"Your birthright was to DIE! As a child, cast out on a frozen rock. If I had not taken you in, you would not be here now, to hate me.",MALE
632,LOKI,"If I'm for the axe, then for mercy's sake, just swing it. It's not that I don't like our little talks, it's just... I don't love them.",MALE
633,ODIN,"Frigga is the only reason you're still alive, and you will never see her again. You'll spend the rest of your days in the dungeons.",MALE
634,LOKI,And what of Thor? You'll make that witless oaf King while I rot in chains?,MALE
635,ODIN,"Thor must strive to undo the damage you have done. He will bring order to the Nine Realms, and then, yes, he will be King.",MALE
636,DARCY,"Come on, this is exciting. Look! The intern is excited.",MALE
637,IAN BOOTHBY,"Ian, my name's Ian.",MALE
638,DARCY,Do you want the phase meter?,MALE
639,JANE,No.,FEMALE
640,DARCY,Bring the phase meter. The toaster looking thing.,MALE
641,IAN BOOTHBY,Yeah. I know what the phase meter is.,MALE
642,THOR,Jane?,MALE
643,JANE,Sorry. I just…needed to make sure you were real. It's been a very strange day.,FEMALE
644,THOR,I am. Jane—,MALE
645,JANE,Where were you?!,FEMALE
646,THOR,Where were you? Heimdall could not see you.,MALE
647,JANE,"I was right here where you left me! I was waiting, and then I was crying, and then I went out looking for you. You said you were coming back.",FEMALE
648,THOR,"I know. I know, but the Bifröst was destroyed. The Nine Realms erupted into chaos. Wars were raging, marauders were pillaging…I had to put an end to the slaughter.",MALE
649,JANE,"As excuses go, it's not…terrible…But I saw you on TV! You were in New York!",FEMALE
650,THOR,"Jane, I fought to protect you from the dangers of my world, but I was wrong. I was a fool. I believe that fate brought us together.",MALE
651,MALEKITH,"Look upon my legacy, Algrim. I can barely remember a time before the light.",MALE
652,KURSE,Our survival will be your legacy.,MALE
653,MALEKITH,The Asgardians will suffer as we have suffered. I will reclaim the Aether. I will restore our world. And I will put an end to this poisoned universe.,MALE
654,ODIN,She does not belong in Asgard any more than a goat belongs at a banquet!,MALE
655,JANE,Did he just-? Who do you think you are?,FEMALE
656,ODIN,I am Odin. King of Asgard. Protector of the Nine Realms.,MALE
657,JANE,Oh. Well I'm-,FEMALE
658,ODIN,"I know very well who you are, Jane Foster.",MALE
659,JANE,You told your dad about me?,FEMALE
660,FRIGGA,You know full well it was your actions that brought you here.,MALE
661,LOKI,My actions? I was merely giving truth to the lie that I had been fed my entire life…that I was born to be a king.,MALE
662,FRIGGA,A king? A true king admits his faults. What of the lives you took on Earth?,MALE
663,LOKI,A mere handful compared to the number that Odin has taken himself.,MALE
664,FRIGGA,Your father—,MALE
665,LOKI,He's not my father!,MALE
666,FRIGGA,Then am I not your mother?,MALE
667,LOKI,You're not.,MALE
668,FRIGGA,You're always so perceptive about everyone but yourself.,MALE
669,FRIGGA,"Stand down, creature, and you may still survive this.",MALE
670,MALEKITH,"I have survived worse, woman.",MALE
671,FRIGGA,Who are you?,MALE
672,MALEKITH,"I am Malekith...  and I would have what is mine.  You have taken something, child. Give it back.  WITCH! Where is the Aether?!",MALE
673,FRIGGA,I'll never tell you.,MALE
674,MALEKITH,I believe you.,MALE
675,LOKI,Thor. After all this time and now you come to visit me. Why? Have you come to gloat? To mock?,MALE
676,THOR,"Loki, enough. No more illusions.",MALE
677,LOKI,"Now you see me, brother. Did she suffer?",MALE
678,THOR,"I did not come here to share our grief. Instead, I offer you the chance of a far richer sacrament.",MALE
679,LOKI,Go on.,MALE
680,THOR,"I know you seek vengeance as much as I do. You help me escape Asgard, and I will grant it to you. Vengeance. And afterward, this cell.",MALE
681,LOKI,You must be truly desperate to come to me for help. What makes you think you can trust me?,MALE
682,THOR,"I don't. Mother did. You should know that when we fought each other in the past, I did so with a glimmer of hope that my brother was still in there somewhere. That hope no longer exists to protect you. You betray me, and I will kill you.",MALE
683,LOKI,Hm. When do we start?,MALE
684,JANE,You're…,FEMALE
685,LOKI,I'm Loki. You may have heard—,MALE
686,JANE,That was for New York!,FEMALE
687,LOKI,I like her.,MALE
688,SIF,"Betray him, and I'll kill you.",FEMALE
689,LOKI,"Good to see you too, Sif.",MALE
690,VOLSTAGG,If you even think about betraying him…,MALE
691,LOKI,"You'll kill me? Evidently, there will be a line.",MALE
692,LOKI,"You know, this is wonderful! This a tremendous idea! Let's steal the biggest, most obvious ship in the universe and escape in that! Flying around the city, smash it into everything in sight so everyone can see us! It's brilliant, Thor! It's truly brilliant-",MALE
693,FANDRAL,"I see your time in the dungeon has made you no less graceful, Loki!",MALE
694,LOKI,You lied to me. I'm impressed.,MALE
695,LOKI,"If it were easy, everyone would do it.",MALE
696,THOR,Are you mad?,MALE
697,LOKI,Possibly.,MALE
698,THOR,"You think you alone were loved of Mother? You had her tricks, but I had her trust!",MALE
699,LOKI,"Trust? Was that her last expression, trust? While you let her die?!",MALE
700,THOR,What good were you in your cell?,MALE
701,LOKI,Who put me there? Who put me there?!,MALE
702,THOR,You know damn well! You know damn well who!  She wouldn't want us to fight.,MALE
703,LOKI,"Well, she wouldn't exactly be shocked.",MALE
704,THOR,I wish I could trust you.,MALE
705,LOKI,Trust my rage.,MALE
706,THOR,I will tell Father what you did here today.,MALE
707,LOKI,I didn't do it for him.,MALE
708,DARCY,What the hell was that?  Why are you smiling?,MALE
709,SELVIG,There's nothing more reassuring than realizing that the world is crazier than you are.,FEMALE
710,MALEKITH,"You needn't have come so far, Asgardian. Death would have come to you soon enough.",MALE
711,THOR,Not by your hand!,MALE
712,MALEKITH,Your universe was never meant to be. Your world and your family will be EXTINGUISHED!,MALE
713,MALEKITH,"Darkness returns, Asgardian. Have you come to witness the end of your universe?",MALE
714,THOR,I've come to accept your surrender.,MALE
715,MALEKITH,You think you can stop this?! The Aether cannot be destroyed!,MALE
716,THOR,But you can.,MALE
717,ODIN,"One son who wanted the throne too much, and another who will not take it. Is this my legacy?",MALE
718,THOR,Loki died with honour. I shall try to live the same. Is that not legacy enough?,MALE
719,ODIN,"It belongs to you, if you are worthy of it.",MALE
720,THOR,I shall try to be.,MALE
721,ODIN,"I can not give you my blessing, nor can I wish you good fortune.",MALE
722,THOR,I know.,MALE
723,ODIN,"If I were proud of the man my son has become, even that I could not say, it would speak only from my heart. Go, my son.",MALE
724,THOR,"Thank you, Father.",MALE
725,LOKI,No... thank you.,MALE
726,CARINA,I present to you Taneleer Tivan. The Collector.,FEMALE
727,THE COLLECTOR,Asgardians! It's an honor.,MALE
728,SIF,You know why we're here.,FEMALE
729,THE COLLECTOR,"Of course. But if I may ask, why not keep it secure, in your own vault?",MALE
730,VOLSTAGG,The Tesseract is already on Asgard. It would be unwise to keep two Infinity Stones so close together.,MALE
731,THE COLLECTOR,"That's very wise. I can assure you, it will be absolutely safe here in my collection.",MALE
732,SIF,See that it is.,FEMALE
733,THE COLLECTOR,One down…five to go.,MALE
